name	reactions	genes	compounds
L-histidine biosynthesis	HISTIDPHOS-RXN	EG10445 // EG10727	IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER // IMIDHISTID-CPLX // ALKAPHOSPHA-MONOMER // ALKAPHOSPHA-CPLX
L-histidine biosynthesis	HISTOLDEHYD-RXN	EG10447	HISTDEHYD-MONOMER // HISTDEHYD-CPLX
L-histidine biosynthesis	HISTALDEHYD-RXN	EG10447	HISTDEHYD-MONOMER // HISTDEHYD-CPLX
succinate to cytochrome <i>bd</i> oxidase electron transfer	RXN0-5266	EG10180 // EG10179 // EG10178 // EG10181 // G0-10588 // EG11379 // EG11380 // G0-10594 // G0-10441 // EG10174 // EG10173	CYOC-MONOMER // CYT-O-UBIOX-CPLX // CYOB-MONOMER // CYT-O-UBIOX-CPLX // CYOA-MONOMER // CYT-O-UBIOX-CPLX // CYOD-MONOMER // CYT-O-UBIOX-CPLX // MONOMER0-2817 // APP-UBIOX-CPLX // APPB-MONOMER // APP-UBIOX-CPLX // APPC-MONOMER // APP-UBIOX-CPLX // MONOMER0-2822 // CYT-D-UBIOX-CPLX // MONOMER0-2663 // CYT-D-UBIOX-CPLX // CYDB-MONOMER // CYT-D-UBIOX-CPLX // CYDA-MONOMER // CYT-D-UBIOX-CPLX
succinate to cytochrome <i>bd</i> oxidase electron transfer	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	EG10934 // EG10933 // EG10932 // EG10931	SDH-MEMB2 // SUCC-DEHASE // CPLX0-8160 // SDH-MEMB1 // SUCC-DEHASE // CPLX0-8160 // SDH-FE-S // SUCC-DEHASE // CPLX0-8160 // SDH-FLAVO // SUCC-DEHASE // CPLX0-8160
assimilatory sulfate reduction I	SULFITE-REDUCT-RXN	EG10191 // EG10190	ALPHACOMP-MONOMER // CPLX0-7841 // SULFITE-REDUCT-CPLX // BETACOMP-MONOMER // SULFITE-REDUCT-CPLX
assimilatory sulfate reduction I	1.8.4.8-RXN	EG10189	PAPSSULFOTRANS-MONOMER // PAPSSULFOTRANS-CPLX
methylglyoxal degradation IV	1.1.1.283-RXN		
D-xylose degradation III	RXN-19753		
D-xylose degradation III	RXN-21503		
D-xylose degradation III	25-DIOXOVALERATE-DEHYDROGENASE-RXN		
D-xylose degradation III	RXN-8777		
D-xylose degradation III	XYLONATE-DEHYDRATASE-RXN	G7910 // G6141	G7910-MONOMER // G6141-MONOMER
succinate to cytochrome <i>bo</i> oxidase electron transfer	RXN0-5268	EG10181 // EG10178 // EG10179 // EG10180	CYOD-MONOMER // CYT-O-UBIOX-CPLX // CYOA-MONOMER // CYT-O-UBIOX-CPLX // CYOB-MONOMER // CYT-O-UBIOX-CPLX // CYOC-MONOMER // CYT-O-UBIOX-CPLX
succinate to cytochrome <i>bo</i> oxidase electron transfer	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	EG10934 // EG10933 // EG10932 // EG10931	SDH-MEMB2 // SUCC-DEHASE // CPLX0-8160 // SDH-MEMB1 // SUCC-DEHASE // CPLX0-8160 // SDH-FE-S // SUCC-DEHASE // CPLX0-8160 // SDH-FLAVO // SUCC-DEHASE // CPLX0-8160
polycistronic tRNA processing III	RXN0-7473	G7175 // EG10858 // EG11547 // EG10863	G7175-MONOMER // CPLX0-3601 // EG10858-MONOMER // EG11547-MONOMER // CPLX0-3602 // EG10863-MONOMER
polycistronic tRNA processing III	RXN0-7480	EG30069 // EG10862	CPLX0-1382 // EG10862-MONOMER // CPLX0-1382
polycistronic tRNA processing III	RXN0-7479	EG10859	EG10859-MONOMER // CPLX0-3461 // CPLX0-10097 // CPLX0-2381
glycerol degradation I	RXN-15740	EG10393 // EG10392 // EG10391	ANGLYC3PDEHYDROGSUBUNITC-MONOMER // ANGLYC3PDEHYDROG-CPLX // ANGLYC3PDEHYDROGSUBUNITB-MONOMER // ANGLYC3PDEHYDROG-CPLX // ANGLYC3PDEHYDROGSUBUNITA-MONOMER // ANGLYC3PDEHYDROG-CPLX
glycerol degradation I	RXN0-5260	EG10394	AERGLYC3PDEHYDROG-MONOMER // AERGLYC3PDEHYDROG-CPLX
glycerol degradation I	GLYCEROL-KIN-RXN	EG10398	GLYCEROL-KIN-MONOMER // GLYCEROL-KIN-CPLX
polycistronic tRNA processing I	RXN0-7473	G7175 // EG10858 // EG11547 // EG10863	G7175-MONOMER // CPLX0-3601 // EG10858-MONOMER // EG11547-MONOMER // CPLX0-3602 // EG10863-MONOMER
polycistronic tRNA processing I	3.1.26.5-RXN	EG30069 // EG10862	CPLX0-1382 // EG10862-MONOMER // CPLX0-1382
polycistronic tRNA processing I	RXN0-6485	EG10859	EG10859-MONOMER // CPLX0-3461 // CPLX0-10097 // CPLX0-2381
muropeptide degradation	RXN0-6981	EG10695	EG10695-MONOMER // CPLX0-3001
muropeptide degradation	RXN0-5228	G6661	G6661-MONOMER
muropeptide degradation	RXN0-961	G6662	G6662-MONOMER // CPLX0-7989
muropeptide degradation	RXN0-5227	G6621	G6621-MONOMER // CPLX0-8616
L-arginine biosynthesis I (via L-ornithine)	CARBPSYN-RXN	EG10134 // EG10135	CARBPSYN-SMALL // CARBPSYN-CPLX // CARBPSYN-LARGE // CARBPSYN-CPLX
L-arginine biosynthesis I (via L-ornithine)	ORNCARBAMTRANSFER-RXN	EG10069 // EG10067	CHAINI-MONOMER // ORNCARBAMTRANSFERI-CPLX // CHAINF-MONOMER // ORNCARBAMTRANSFERF-CPLX
L-arginine biosynthesis I (via L-ornithine)	ARGSUCCINLYA-RXN	EG11223	ARGSUCCINLYA-MONOMER
L-arginine biosynthesis I (via L-ornithine)	ARGSUCCINSYN-RXN	EG10068	ARGSUCCINSYN-MONOMER // CPLX0-238
allantoin degradation to ureidoglycolate II (ammonia producing)	TRANS-RXN0-444	G6280	B0511-MONOMER
allantoin degradation to ureidoglycolate II (ammonia producing)	URUR-RXN	G6284	G6284-MONOMER
allantoin degradation to ureidoglycolate II (ammonia producing)	ALLANTOATE-DEIMINASE-RXN	G6285	G6285-MONOMER // CPLX-7524
allantoin degradation to ureidoglycolate II (ammonia producing)	ALLANTOINASE-RXN	G6281	G6281-MONOMER // CPLX-64
4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis I	PYRIMSYN1-RXN	EG11585	THIC-MONOMER
4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis I	PYRIMSYN3-RXN	G7135	HMP-P-KIN-MONOMER // HMP-P-KIN-CPLX
QseBC Two-Component Signal Transduction System, quorum sensing related	RXN0-5177		
QseBC Two-Component Signal Transduction System, quorum sensing related	RXN0-6446		
pyrimidine deoxyribonucleotides dephosphorylation	RXN-14188	G6954	G6954-MONOMER
pyrimidine deoxyribonucleotides dephosphorylation	DUTP-PYROP-RXN	EG10251 // G7164	DUTP-PYROP-MONOMER // DUTP-PYROP-CPLX // G7164-MONOMER
pyrimidine deoxyribonucleotides dephosphorylation	DCTP-PYROPHOSPHATASE-RXN	G7164	G7164-MONOMER
L-glutamate degradation II	ASPARTASE-RXN	EG10095	ASPARTASE-MONOMER // ASPARTASE-CPLX
L-glutamate degradation II	ASPAMINOTRANS-RXN	EG10096	ASPAMINOTRANS-MONOMER // ASPAMINOTRANS-DIMER
molybdenum cofactor biosynthesis	RXN-21563	EG10153	EG10153-MONOMER // CPLX0-8045
molybdenum cofactor biosynthesis	ABC-19-RXN	EG10152 // EG10002 // EG12427 // EG10929 // EG10183 // EG10198 // EG10197 // EG10195	MODC-MONOMER // ABC-19-CPLX // MODB-MONOMER // ABC-19-CPLX // MODA-MONOMER // ABC-19-CPLX // SBP-MONOMER // ABC-70-CPLX // CYSA-MONOMER // ABC-70-CPLX // ABC-7-CPLX // CYSW-MONOMER // ABC-70-CPLX // ABC-7-CPLX // CYST-MONOMER // ABC-70-CPLX // ABC-7-CPLX // CYSP-MONOMER // ABC-7-CPLX
molybdenum cofactor biosynthesis	RXN-8344	EG11511	EG11511-MONOMER // CPLX0-8163
HprSR Two-Component Signal Transduction System	RXN0-7407		
HprSR Two-Component Signal Transduction System	RXN0-7406		
siroheme biosynthesis	RXN-8675	EG10188	SIROHEMESYN-MONOMER // SIROHEMESYN-CPLX
siroheme biosynthesis	UROPORIIIMETHYLTRANSA-RXN	EG10188	SIROHEMESYN-MONOMER // SIROHEMESYN-CPLX
siroheme biosynthesis	SIROHEME-FERROCHELAT-RXN	EG10188	SIROHEMESYN-MONOMER // SIROHEMESYN-CPLX
siroheme biosynthesis	DIMETHUROPORDEHYDROG-RXN	EG10188	SIROHEMESYN-MONOMER // SIROHEMESYN-CPLX
L-tyrosine biosynthesis I	CHORISMATEMUT-RXN	EG10707 // EG11039	CHORISMUTPREPHENDEHYDRAT-MONOMER // CHORISMUTPREPHENDEHYDRAT-CPLX // CHORISMUTPREPHENDEHYDROG-MONOMER // CHORISMUTPREPHENDEHYDROG-CPLX
L-tyrosine biosynthesis I	PREPHENATEDEHYDROG-RXN	EG11039	CHORISMUTPREPHENDEHYDROG-MONOMER // CHORISMUTPREPHENDEHYDROG-CPLX
L-tyrosine biosynthesis I	TYROSINE-AMINOTRANSFERASE-RXN	EG11040 // EG10096	TYRB-MONOMER // TYRB-DIMER // ASPAMINOTRANS-MONOMER // ASPAMINOTRANS-DIMER
ethylene glycol degradation	GLYCOLALDREDUCT-RXN	EG10351	LACTALDREDUCT-MONOMER // LACTALDREDUCT-CPLX
ethylene glycol degradation	GLYCOLALD-DEHYDROG-RXN	EG10035	LACTALDDEHYDROG-MONOMER // ALD-CPLX
pyruvate decarboxylation to acetyl CoA I	RXN0-1134	EG10024	E1P-MONOMER // E1P-CPLX // PYRUVATEDEH-CPLX
pyruvate decarboxylation to acetyl CoA I	RXN0-1132	EG10543	E3-MONOMER // E3-CPLX // 2OXOGLUTARATEDEH-CPLX // GCVMULTI-CPLX // PYRUVATEDEH-CPLX
pyruvate decarboxylation to acetyl CoA I	RXN0-1133	EG10025	E2P-MONOMER // ACEF-DIHYDROLIPOATE // ACEF-S-ACETYLDIHYDROLIPOATE // ACEF-LIPOATE // PYRUVATEDEH-CPLX
hydrogen to trimethylamine N-oxide electron transfer	RXN0-7399	EG11799 // EG11800 // G7554 // EG11801	HYBA-MONOMER // FORMHYDROG2-CPLX // CPLX0-8762 // EG11800-MONOMER // FORMHYDROG2-CPLX // CPLX0-8762 // MONOMER0-145 // FORMHYDROG2-CPLX // CPLX0-8762 // HYBC-MONOMER // FORMHYDROG2-CPLX // CPLX0-8762
hydrogen to trimethylamine N-oxide electron transfer	RXN0-5264	EG11814 // EG11815	TORA-MONOMER // TMAOREDUCTI-CPLX // EG11815-MONOMER // TMAOREDUCTI-CPLX
cardiolipin biosynthesis III	RXN0-7012	G6551	G6551-MONOMER
cardiolipin biosynthesis III	PGPPHOSPHA-RXN	EG10704 // EG10705 // EG11371	PGPPHOSPHAA-MONOMER // PGPPHOSPHAB-MONOMER // EG11371-MONOMER
cardiolipin biosynthesis III	PHOSPHAGLYPSYN-RXN	EG10706	PHOSPHAGLYPSYN-MONOMER
methylphosphonate degradation I	RXN0-1401	EG10723	EG10723-MONOMER
methylphosphonate degradation I	RXN0-6710	EG10725	EG10725-MONOMER // CPLX0-7936
methylphosphonate degradation I	RXN0-6734	EG10719	EG10719-MONOMER // CPLX0-7935 // CPLX0-10309 // CPLX0-7958
methylphosphonate degradation I	RXN0-6733	EG10722	EG10722-MONOMER
methylphosphonate degradation I	RXN0-6732	EG10718	EG10718-MONOMER // CPLX0-7935 // CPLX0-10309 // CPLX0-7958
pyruvate fermentation to (<i>R</i>)-lactate	DLACTDEHYDROGNAD-RXN	G592	DLACTDEHYDROGNAD-MONOMER // CPLX0-8158
glycogen degradation I	RXN-21092	EG10560	MALDEXPHOSPHORYL-MONOMER // MALDEXPHOSPHORYL-CPLX
glycogen degradation I	RXN0-5182	EG10560	MALDEXPHOSPHORYL-MONOMER // MALDEXPHOSPHORYL-CPLX
glycogen degradation I	GLUCOKIN-RXN	EG12957	GLUCOKIN-MONOMER
glycogen degradation I	PHOSPHOGLUCMUT-RXN	EG12144	PHOSPHOGLUCMUT-MONOMER
glycogen degradation I	RXN0-5183	EG10565	MALTODEXGLUCOSID-MONOMER // CPLX0-8615
glycogen degradation I	RXN0-5146	EG10381	EG10381-MONOMER
glycogen degradation I	GLYCOPHOSPHORYL-RXN	EG10380	GLYCOPHOSPHORYL-MONOMER // GLYCOPHOSPHORYL-CPLX
glycogen degradation I	AMYLOMALT-RXN	EG10561	AMYLOMALT-MONOMER
D-arabinose degradation II	GLYCOLALD-DEHYDROG-RXN	EG10035	LACTALDDEHYDROG-MONOMER // ALD-CPLX
D-arabinose degradation II	DARABALDOL-RXN	EG10348	FUCPALDOL-MONOMER // CPLX0-7633
D-arabinose degradation II	DARABKIN-RXN	EG10350	FUCULOKIN-MONOMER
D-arabinose degradation II	DARABISOM-RXN	EG10349	FUCISOM-MONOMER // CPLX0-7631
BaeSR Two-Component Signal Transduction System	BAES-RXN		
BaeSR Two-Component Signal Transduction System	BAER-RXN		
D-fructuronate degradation	KDPGALDOL-RXN	EG10256	KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER // KDPGALDOL-4OH2OXOGLUTARALDOL-CPLX
D-fructuronate degradation	DEOXYGLUCONOKIN-RXN	EG12253	DEOXYGLUCONOKIN-MONOMER
D-fructuronate degradation	MANNONDEHYDRAT-RXN	EG11066	MANNONDEHYDRAT-MONOMER
D-fructuronate degradation	MANNONOXIDOREDUCT-RXN	EG20248	MANNONOXIDOREDUCT-MONOMER
TCA cycle I (prokaryotic)	MALATE-DEHYDROGENASE-ACCEPTOR-RXN	EG12069	EG12069-MONOMER
TCA cycle I (prokaryotic)	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	EG10934 // EG10933 // EG10932 // EG10931	SDH-MEMB2 // SUCC-DEHASE // CPLX0-8160 // SDH-MEMB1 // SUCC-DEHASE // CPLX0-8160 // SDH-FE-S // SUCC-DEHASE // CPLX0-8160 // SDH-FLAVO // SUCC-DEHASE // CPLX0-8160
TCA cycle I (prokaryotic)	ACONITATEDEHYDR-RXN	EG11325 // EG12316	ACONITASE-MONOMER // CPLX0-7760 // ACONITATEDEHYDRB-MONOMER // CPLX0-7761
TCA cycle I (prokaryotic)	CITSYN-RXN	EG10402	CITSYN-MONOMER // CITRATE-SI-SYNTHASE
TCA cycle I (prokaryotic)	ACONITATEHYDR-RXN	EG11325 // EG12316	ACONITASE-MONOMER // CPLX0-7760 // ACONITATEDEHYDRB-MONOMER // CPLX0-7761
TCA cycle I (prokaryotic)	ISOCITDEH-RXN	EG10489	ISOCITHASE-P // ISOCITDEH-SUBUNIT // ISOCITHASE-CPLX
TCA cycle I (prokaryotic)	2OXOGLUTARATEDEH-RXN	EG10543 // EG10980 // EG10979	E3-MONOMER // E3-CPLX // 2OXOGLUTARATEDEH-CPLX // GCVMULTI-CPLX // PYRUVATEDEH-CPLX // E2O-MONOMER // SUCB-DIHYDROLIPOATE // SUCB-S-SUCCINYLDIHYDROLIPOATE // SUCB-LIPOATE // E2O // 2OXOGLUTARATEDEH-CPLX // E1O-MONOMER // E1O // 2OXOGLUTARATEDEH-CPLX
TCA cycle I (prokaryotic)	SUCCCOASYN-RXN	EG10982 // EG10981	SUCCCOASYN-ALPHA // SUCCCOASYN // SUCCCOASYN-BETA // SUCCCOASYN
TCA cycle I (prokaryotic)	FUMHYDR-RXN	EG10358 // EG10357 // EG10356 // G6903 // EG11162	FUMC-MONOMER // FUMARASE-C // FUMB-MONOMER // FUMARASE-B // FUMA-MONOMER // FUMARASE-A // G6903-MONOMER // EG11162-MONOMER
TCA cycle I (prokaryotic)	MALATE-DEH-RXN	EG10576	MALATE-DEHASE-MONOMER // MALATE-DEHASE
L-glutamate degradation IX (via 4-aminobutanoate)	GLUTDECARBOX-RXN	EG50009 // EG11490	GLUTDECARBOXA-MONOMER // GLUTDECARBOXA-CPLX // GLUTDECARBOXB-MONOMER // GLUTDECARBOXB-CPLX
L-lactaldehyde degradation (aerobic)	L-LACTDEHYDROGFMN-RXN	EG11963	L-LACTDEHYDROGFMN-MONOMER
L-lactaldehyde degradation (aerobic)	LACTALDDEHYDROG-RXN	EG10035	LACTALDDEHYDROG-MONOMER // ALD-CPLX
nitrate reduction IX (dissimilatory)	RXN0-3501	EG10640 // EG10639 // EG10638 // EG10644 // EG10648 // EG10647	NARI-MONOMER // NITRATREDUCTA-CPLX // NARH-MONOMER // NITRATREDUCTA-CPLX // NARG-MONOMER // NITRATREDUCTA-CPLX // NARV-MONOMER // NITRATREDUCTZ-CPLX // NARZ-MONOMER // NITRATREDUCTZ-CPLX // NARY-MONOMER // NITRATREDUCTZ-CPLX
nitrate reduction IX (dissimilatory)	RXN-15740	EG10393 // EG10392 // EG10391	ANGLYC3PDEHYDROGSUBUNITC-MONOMER // ANGLYC3PDEHYDROG-CPLX // ANGLYC3PDEHYDROGSUBUNITB-MONOMER // ANGLYC3PDEHYDROG-CPLX // ANGLYC3PDEHYDROGSUBUNITA-MONOMER // ANGLYC3PDEHYDROG-CPLX
thiazole component of thiamine diphosphate biosynthesis I	RXN-9787	G7325	G7325-MONOMER // CPLX0-248 // CPLX0-12610
thiazole component of thiamine diphosphate biosynthesis I	RXN-11319	EG11590	THIH-MONOMER // CPLX0-3949
thiazole component of thiamine diphosphate biosynthesis I	RXN-9789	EG11587	THIF-MONOMER // CPLX0-8558
thiazole component of thiamine diphosphate biosynthesis I	RXN-9788	G6238	THII-MONOMER
thiazole component of thiamine diphosphate biosynthesis I	DXS-RXN	G6237	DXS-MONOMER // CPLX0-743
thiazole component of thiamine diphosphate biosynthesis I	THIAZOLSYN2-RXN	EG11589	THIG-MONOMER // CPLX0-3949
2-deoxy-&alpha;-D-ribose 1-phosphate degradation	ACETALD-DEHYDROG-RXN	G7285 // EG10031 // M014	G7285-MONOMER // ADHE-MONOMER // ADHE-CPLX // MHPF-MONOMER
2-deoxy-&alpha;-D-ribose 1-phosphate degradation	DEOXYRIBOSE-P-ALD-RXN	EG10221	DEOXYRIBOSE-P-ALD-MONOMER
2-deoxy-&alpha;-D-ribose 1-phosphate degradation	D-PPENTOMUT-RXN	EG10220	PPENTOMUT-MONOMER
two-component alkanesulfonate monooxygenase	RXN0-280	G6477	MONOMER-162 // CPLX0-225
two-component alkanesulfonate monooxygenase	RXN-12444	G6479	MONOMER0-146 // CPLX0-224
chitobiose degradation	RXN0-7392	EG10144	EG10144-MONOMER // CPLX0-7979
chitobiose degradation	RXN0-7391	EG12198	EG12198-MONOMER
[2Fe-2S] iron-sulfur cluster biosynthesis (bacterial IscS system)	RXN-25093	EG11328	FERREDOXIN-MONOMER // OX-FERREDOXIN
[2Fe-2S] iron-sulfur cluster biosynthesis (bacterial IscS system)	RXN-25092		
[2Fe-2S] iron-sulfur cluster biosynthesis (bacterial IscS system)	RXN-25091	EG12131 // EG12130	EG12131-MONOMER // CPLX0-12620 // EG12130-MONOMER // CPLX0-12620
[2Fe-2S] iron-sulfur cluster biosynthesis (bacterial IscS system)	RXN-25090		
[2Fe-2S] iron-sulfur cluster biosynthesis (bacterial IscS system)	RXN-25089		
[2Fe-2S] iron-sulfur cluster biosynthesis (bacterial IscS system)	RXN-25088		
[2Fe-2S] iron-sulfur cluster biosynthesis (bacterial IscS system)	RXN-25087	EG11328	FERREDOXIN-MONOMER // OX-FERREDOXIN
[2Fe-2S] iron-sulfur cluster biosynthesis (bacterial IscS system)	RXN-25086		
[2Fe-2S] iron-sulfur cluster biosynthesis (bacterial IscS system)	RXN-25085	G7325	G7325-MONOMER // CPLX0-248 // CPLX0-12610
[2Fe-2S] iron-sulfur cluster biosynthesis (bacterial IscS system)	RXN-25083	G7324	G7324-MONOMER
citrate degradation	CITRYLY-RXN	G6343 // G6341 // G6342	ACECITLY-CPLX // ACPSUB-MONOMER // ACPSUB-CPLX // CITLY-CPLX // ACECITLY-CPLX // CITTRANS-MONOMER // CITTRANS-CPLX // CITLY-CPLX // ACECITLY-CPLX // CITRYLY-MONOMER // CITRYLY-CPLX // CITLY-CPLX
citrate degradation	CITTRANS-RXN	G6343 // G6341 // G6342	ACECITLY-CPLX // ACPSUB-MONOMER // ACPSUB-CPLX // CITLY-CPLX // ACECITLY-CPLX // CITTRANS-MONOMER // CITTRANS-CPLX // CITLY-CPLX // ACECITLY-CPLX // CITRYLY-MONOMER // CITRYLY-CPLX // CITLY-CPLX
putrescine degradation I	PUTTRANSAM-RXN	G7596	G7596-MONOMER // CPLX0-8159
putrescine degradation I	AMINOBUTDEHYDROG-RXN	G6755 // EG10036	G6755-MONOMER // CPLX0-3641 // ALDHDEHYDROG-MONOMER
D-serine degradation	RXN-15127	G7877	G7877-MONOMER // CPLX0-1881
D-serine degradation	RXN-15124	EG11623 // EG10990 // EG10930 // G7624 // EG10192 // EG10193 // G7622 // EG10583 // EG10564 // EG10249 // EG10408 // EG11005 // G7038	LSERINEDEAM2-MONOMER // THREDEHYDCAT-MONOMER // THREDEHYDCAT-CPLX // LSERINEDEAM1-MONOMER // LSERINEDEAM3-MONOMER // CPLX0-7622 // ACSERLYA-MONOMER // ACSERLYA-CPLX // CYSSYNMULTI-CPLX // ACSERLYB-MONOMER // ACSERLYB-CPLX // G7622-MONOMER // CYSTATHIONINE-BETA-LYASE-MONOMER // CYSTATHIONINE-BETA-LYASE-CPLX // EG10564-MONOMER // CPLX0-8092 // DSERDEAM-MONOMER // GLYOHMETRANS-MONOMER // GLYOHMETRANS-CPLX // TRYPTOPHAN-MONOMER // TRYPTOPHAN-CPLX // DCYSDESULF-MONOMER // DCYSDESULF-CPLX
D-serine degradation	RXN-15581	EG10249 // EG10408	DSERDEAM-MONOMER // GLYOHMETRANS-MONOMER // GLYOHMETRANS-CPLX
nitrate reduction VIII (dissimilatory)	RXN0-3501	EG10640 // EG10639 // EG10638 // EG10644 // EG10648 // EG10647	NARI-MONOMER // NITRATREDUCTA-CPLX // NARH-MONOMER // NITRATREDUCTA-CPLX // NARG-MONOMER // NITRATREDUCTA-CPLX // NARV-MONOMER // NITRATREDUCTZ-CPLX // NARZ-MONOMER // NITRATREDUCTZ-CPLX // NARY-MONOMER // NITRATREDUCTZ-CPLX
nitrate reduction VIII (dissimilatory)	RXN0-5388	EG12082 // EG12088 // EG12090 // EG12091 // EG12092 // EG11773 // EG12093 // EG12083 // EG12084 // EG12086 // EG11774 // EG12087 // EG12089	NUOA-MONOMER // NADH-DHI-CPLX // NUOH-MONOMER // NADH-DHI-CPLX // NUOJ-MONOMER // NADH-DHI-CPLX // NUOK-MONOMER // NADH-DHI-CPLX // NUOL-MONOMER // NADH-DHI-CPLX // NUOM-MONOMER // NADH-DHI-CPLX // NUON-MONOMER // NADH-DHI-CPLX // NUOB-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOC-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOE-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOF-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOG-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOI-MONOMER // CPLX0-3361 // NADH-DHI-CPLX
NADH to cytochrome <i>bo</i> oxidase electron transfer II	RXN0-5268	EG10181 // EG10178 // EG10179 // EG10180	CYOD-MONOMER // CYT-O-UBIOX-CPLX // CYOA-MONOMER // CYT-O-UBIOX-CPLX // CYOB-MONOMER // CYT-O-UBIOX-CPLX // CYOC-MONOMER // CYT-O-UBIOX-CPLX
NADH to cytochrome <i>bo</i> oxidase electron transfer II	RXN0-5330	EG12089 // EG12087 // EG11774 // EG12086 // EG12084 // EG12083 // EG12093 // EG11773 // EG12092 // EG12091 // EG12090 // EG12088 // EG12082 // EG10649	NUOI-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOG-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOF-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOE-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOC-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOB-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUON-MONOMER // NADH-DHI-CPLX // NUOM-MONOMER // NADH-DHI-CPLX // NUOL-MONOMER // NADH-DHI-CPLX // NUOK-MONOMER // NADH-DHI-CPLX // NUOJ-MONOMER // NADH-DHI-CPLX // NUOH-MONOMER // NADH-DHI-CPLX // NUOA-MONOMER // NADH-DHI-CPLX // NADH-DHII-MONOMER
chemotaxis signal transduction	RXN0-6542		
chemotaxis signal transduction	RXN0-6547		
chemotaxis signal transduction	RXN0-6546		
putrescine degradation II	RXN0-3901	G6644	G6644-MONOMER // CPLX0-7709
putrescine degradation II	RXN0-3921	EG11822	EG11822-MONOMER
putrescine degradation II	RXN0-3922	EG10036	ALDHDEHYDROG-MONOMER
putrescine degradation II	RXN0-3942	G6645	G6645-MONOMER // CPLX0-3943
D-lactate to cytochrome <i>bo</i> oxidase electron transfer	RXN0-5268	EG10181 // EG10178 // EG10179 // EG10180	CYOD-MONOMER // CYT-O-UBIOX-CPLX // CYOA-MONOMER // CYT-O-UBIOX-CPLX // CYOB-MONOMER // CYT-O-UBIOX-CPLX // CYOC-MONOMER // CYT-O-UBIOX-CPLX
D-lactate to cytochrome <i>bo</i> oxidase electron transfer	DLACTDEHYDROGFAD-RXN	EG10231	DLACTDEHYDROGFAD-MONOMER
fatty acid elongation -- saturated	ENOYL-ACP-REDUCT-NADPH-RXN	EG11528	ENOYL-ACP-REDUCT-NADH-MONOMER // CPLX0-8006
fatty acid elongation -- saturated	3-OXOACYL-ACP-SYNTH-RXN	EG10274 // EG12606	FABB-MONOMER // FABB-CPLX // 3-OXOACYL-ACP-SYNTHII-MONOMER // 3-OXOACYL-ACP-SYNTHII-CPLX
fatty acid elongation -- saturated	3-OXOACYL-ACP-REDUCT-RXN	EG11318	3-OXOACYL-ACP-REDUCT-MONOMER // CPLX0-8005
fatty acid elongation -- saturated	ENOYL-ACP-REDUCT-NADH-RXN	EG11528	ENOYL-ACP-REDUCT-NADH-MONOMER // CPLX0-8006
fatty acid elongation -- saturated	3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	EG10273 // EG11284	FABA-MONOMER // FABA-CPLX // FABZ-MONOMER // FABZ-CPLX
sulfoquinovose degradation I	RXN-20061		
sulfoquinovose degradation I	RXN-15296	EG11845	EG11845-MONOMER // CPLX0-7683
sulfoquinovose degradation I	RXN-15297	EG11848	EG11848-MONOMER
sulfoquinovose degradation I	RXN-15299	EG11847	EG11847-MONOMER // CPLX0-7794
sulfoquinovose degradation I	RXN-15298	EG11846	EG11846-MONOMER
uracil degradation III	RXN0-6444	G6523	G6523-MONOMER
uracil degradation III	RXN0-6460	G6522	G6522-MONOMER
uracil degradation III	RXN-8974	G6519 // EG12345	G6519-MONOMER // EG12345-MONOMER // CPLX0-1962
uracil degradation III	RXN0-6452	G6521	G6521-MONOMER // CPLX0-8589
uracil degradation III	RXN0-5222	G6520	G6520-MONOMER // CPLX0-8303
L-alanine degradation I	DALADEHYDROG-RXN	EG11407	DALADEHYDROGA-MONOMER // DALADEHYDROG-CPLX
L-alanine degradation I	ALARACECAT-RXN	EG10564 // EG10583 // EG10001 // EG11408	EG10564-MONOMER // CPLX0-8092 // CYSTATHIONINE-BETA-LYASE-MONOMER // CYSTATHIONINE-BETA-LYASE-CPLX // ALARACEBIOSYN-MONOMER // CPLX0-8202 // ALARACECAT-MONOMER // CPLX0-7465
D-galactonate degradation	GALACTONDEHYDRAT-RXN	GB4478	GALACTONATE-DEHYDRATASE-MONOMER
D-galactonate degradation	DEHYDDEOXPHOSGALACT-ALDOL-RXN	EG20049	DEHYDDEOXPHOSGALACT-ALDOL-MONOMER
